source_id,source_type,cartesian_y,cartesian_x
j1118.6-1235,AGN,17.0,119.0
j1124.6-0809,AGN,77.0,126.0
j1125.9-0742,AGN,84.0,124.0
j1129.2-1014,AGN,59.0,101.0
j1129.2-0529,AGN,114.0,127.0
j1129.8-1447,AGN,6.0,76.0
j1131.1-0944,AGN,67.0,99.0
j1131.4-0504,AGN,122.0,122.0
j1141.5-1408,AGN,29.0,46.0
j1143.7-1014,AGN,77.0,60.0
j1145.7-1528,AGN,18.0,27.0
j1146.4-0926,AGN,90.0,56.0
j1147.8-0724,AGN,116.0,62.0
j1151.5-1347,AGN,45.0,19.0
j1152.3-0839,AGN,107.0,43.0
j1153.3-1104,AGN,80.0,28.0
j1155.8-1217,AGN,68.0,14.0
