source_id,source_type,cartesian_y,cartesian_x
AGN_142,AGN,101.0,43.0
AGN_213,AGN,24.0,87.0
AGN_1130,AGN,12.0,42.0
AGN_1242,AGN,119.0,3.0
AGN_1882,AGN,14.0,34.0
AGN_2096,AGN,7.0,11.0
AGN_2275,AGN,92.0,80.0
AGN_2427,AGN,82.0,100.0
AGN_3160,AGN,76.0,1.0
AGN_3336,AGN,24.0,69.0
AGN_3682,AGN,1.0,9.0
AGN_3797,AGN,88.0,17.0
AGN_3934,AGN,7.0,82.0
AGN_4092,AGN,100.0,107.0
AGN_4746,AGN,120.0,1.0
AGN_5108,AGN,120.0,59.0
AGN_5126,AGN,29.0,74.0
AGN_5283,AGN,48.0,69.0
AGN_6250,AGN,54.0,79.0
AGN_6405,AGN,10.0,79.0
AGN_6750,AGN,38.0,19.0
