source_id,source_type,cartesian_y,cartesian_x
AGN_303,AGN,47.0,96.0
AGN_395,AGN,26.0,36.0
AGN_508,AGN,100.0,23.0
AGN_538,AGN,87.0,12.0
AGN_891,AGN,73.0,45.0
AGN_1159,AGN,116.0,121.0
AGN_1594,AGN,70.0,44.0
AGN_1925,AGN,19.0,43.0
AGN_2415,AGN,70.0,7.0
AGN_3268,AGN,32.0,112.0
AGN_3519,AGN,56.0,116.0
AGN_3590,AGN,47.0,13.0
AGN_4022,AGN,68.0,81.0
AGN_4352,AGN,65.0,19.0
AGN_4557,AGN,107.0,112.0
AGN_4699,AGN,125.0,107.0
AGN_5123,AGN,80.0,44.0
AGN_5222,AGN,102.0,117.0
AGN_5226,AGN,126.0,126.0
AGN_5327,AGN,5.0,97.0
AGN_5939,AGN,53.0,103.0
AGN_6081,AGN,93.0,74.0
AGN_6228,AGN,13.0,6.0
