source_id,source_type,cartesian_y,cartesian_x
AGN_78,AGN,3.0,55.0
AGN_454,AGN,18.0,7.0
AGN_1447,AGN,22.0,2.0
AGN_1630,AGN,22.0,40.0
AGN_1639,AGN,12.0,24.0
AGN_2413,AGN,19.0,60.0
AGN_2688,AGN,19.0,60.0
AGN_3307,AGN,41.0,37.0
AGN_3580,AGN,55.0,34.0
AGN_3834,AGN,5.0,8.0
AGN_4164,AGN,6.0,50.0
AGN_4177,AGN,12.0,58.0
AGN_5282,AGN,5.0,43.0
AGN_5898,AGN,42.0,40.0
AGN_6227,AGN,1.0,62.0
AGN_6389,AGN,1.0,32.0
AGN_6420,AGN,10.0,23.0
AGN_6546,AGN,48.0,15.0
AGN_6551,AGN,60.0,12.0
AGN_6562,AGN,55.0,40.0
AGN_6862,AGN,39.0,16.0
AGN_6877,AGN,4.0,6.0
AGN_7211,AGN,9.0,12.0
AGN_7376,AGN,41.0,22.0
