source_id,source_type,cartesian_y,cartesian_x
AGN_47,AGN,50.0,46.0
AGN_1023,AGN,11.0,62.0
AGN_1024,AGN,43.0,63.0
AGN_1127,AGN,63.0,21.0
AGN_1496,AGN,34.0,61.0
AGN_1644,AGN,34.0,18.0
AGN_1886,AGN,31.0,21.0
AGN_2310,AGN,59.0,59.0
AGN_2924,AGN,59.0,26.0
AGN_3295,AGN,31.0,3.0
AGN_3611,AGN,7.0,32.0
AGN_3647,AGN,60.0,30.0
AGN_3768,AGN,49.0,60.0
AGN_4103,AGN,11.0,7.0
AGN_5370,AGN,61.0,18.0
AGN_5815,AGN,32.0,19.0
AGN_5877,AGN,29.0,26.0
AGN_6900,AGN,26.0,57.0
AGN_6907,AGN,22.0,52.0
AGN_7384,AGN,2.0,10.0
