source_id,source_type,cartesian_y,cartesian_x
AGN_577,AGN,84.0,98.0
AGN_1013,AGN,25.0,71.0
AGN_1108,AGN,97.0,58.0
AGN_1411,AGN,94.0,61.0
AGN_1703,AGN,13.0,74.0
AGN_1956,AGN,81.0,47.0
AGN_3458,AGN,94.0,117.0
AGN_3584,AGN,118.0,97.0
AGN_3592,AGN,16.0,42.0
AGN_3615,AGN,119.0,34.0
AGN_3813,AGN,81.0,37.0
AGN_4088,AGN,57.0,28.0
AGN_4193,AGN,54.0,58.0
AGN_4272,AGN,89.0,57.0
AGN_4469,AGN,96.0,39.0
AGN_4563,AGN,74.0,87.0
AGN_4634,AGN,16.0,82.0
AGN_4733,AGN,4.0,102.0
AGN_4830,AGN,25.0,104.0
AGN_5856,AGN,99.0,101.0
AGN_6077,AGN,95.0,109.0
AGN_6543,AGN,43.0,110.0
AGN_6592,AGN,12.0,48.0
AGN_6851,AGN,79.0,35.0
AGN_6874,AGN,125.0,119.0
AGN_7016,AGN,26.0,53.0
