source_id,source_type,cartesian_y,cartesian_x
AGN_90,AGN,17.0,78.0
AGN_474,AGN,52.0,11.0
AGN_1881,AGN,36.0,113.0
AGN_2244,AGN,31.0,64.0
AGN_2645,AGN,89.0,77.0
AGN_2820,AGN,11.0,117.0
AGN_3072,AGN,42.0,80.0
AGN_3332,AGN,38.0,80.0
AGN_3909,AGN,119.0,59.0
AGN_4035,AGN,75.0,82.0
AGN_4241,AGN,78.0,49.0
AGN_4378,AGN,43.0,42.0
AGN_5242,AGN,14.0,17.0
AGN_5258,AGN,102.0,44.0
AGN_5267,AGN,67.0,100.0
AGN_5699,AGN,122.0,82.0
AGN_5820,AGN,44.0,56.0
AGN_5932,AGN,7.0,22.0
AGN_6000,AGN,47.0,90.0
AGN_6006,AGN,43.0,127.0
