source_id,source_type,cartesian_y,cartesian_x
j1140.5+1528,AGN,35.0,110.0
j1142.0+1548,AGN,41.0,109.0
j1143.9+1558,AGN,47.0,106.0
j1148.6+1841,AGN,82.0,119.0
j1150.0+1033,AGN,9.0,45.0
j1151.3+0957,AGN,6.0,37.0
j1158.9+0956,AGN,22.0,19.0
j1158.9+0818,AGN,7.0,5.0
j1159.0+0939,AGN,19.0,17.0
j1200.6+1229,AGN,49.0,38.0
j1200.7+2008,AGN,121.0,105.0
j1201.7+1429,AGN,70.0,53.0
j1203.3+1119,AGN,44.0,21.0
j1204.0+1146,AGN,50.0,24.0
j1209.8+1810,AGN,122.0,67.0
j1213.6+1306,AGN,83.0,14.0
j1215.0+1656,AGN,121.0,45.0
