source_id,source_type,cartesian_y,cartesian_x
AGN_291,AGN,112.0,90.0
AGN_348,AGN,23.0,60.0
AGN_921,AGN,7.0,24.0
AGN_1074,AGN,75.0,65.0
AGN_1431,AGN,96.0,61.0
AGN_2072,AGN,65.0,5.0
AGN_2481,AGN,11.0,122.0
AGN_2513,AGN,109.0,127.0
AGN_2954,AGN,27.0,70.0
AGN_3583,AGN,104.0,32.0
AGN_3829,AGN,13.0,80.0
AGN_4099,AGN,109.0,21.0
AGN_4302,AGN,56.0,29.0
AGN_5162,AGN,125.0,13.0
AGN_5600,AGN,38.0,96.0
AGN_5623,AGN,16.0,126.0
AGN_5962,AGN,12.0,106.0
AGN_6089,AGN,41.0,98.0
AGN_6127,AGN,44.0,16.0
AGN_6738,AGN,96.0,112.0
