source_id,source_type,cartesian_y,cartesian_x
AGN_232,AGN,26.0,61.0
AGN_293,AGN,48.0,57.0
AGN_297,AGN,19.0,30.0
AGN_349,AGN,63.0,29.0
AGN_441,AGN,39.0,55.0
AGN_547,AGN,46.0,8.0
AGN_680,AGN,21.0,3.0
AGN_851,AGN,50.0,30.0
AGN_1678,AGN,19.0,8.0
AGN_2525,AGN,56.0,35.0
AGN_2857,AGN,27.0,19.0
AGN_2931,AGN,3.0,46.0
AGN_3086,AGN,57.0,52.0
AGN_3917,AGN,52.0,0.0
AGN_4064,AGN,42.0,51.0
AGN_4330,AGN,11.0,27.0
AGN_4537,AGN,63.0,44.0
AGN_4655,AGN,25.0,9.0
AGN_5123,AGN,34.0,23.0
AGN_5271,AGN,22.0,63.0
AGN_5497,AGN,45.0,43.0
