source_id,source_type,cartesian_y,cartesian_x
AGN_102,AGN,104.0,17.0
AGN_489,AGN,44.0,110.0
AGN_617,AGN,61.0,70.0
AGN_629,AGN,12.0,5.0
AGN_755,AGN,9.0,22.0
AGN_1274,AGN,94.0,123.0
AGN_2212,AGN,41.0,55.0
AGN_2721,AGN,52.0,23.0
AGN_2891,AGN,73.0,45.0
AGN_3226,AGN,53.0,57.0
AGN_3303,AGN,84.0,62.0
AGN_3545,AGN,112.0,44.0
AGN_4067,AGN,106.0,45.0
AGN_4446,AGN,27.0,15.0
AGN_4773,AGN,18.0,78.0
AGN_6305,AGN,99.0,55.0
AGN_6537,AGN,49.0,62.0
AGN_7007,AGN,96.0,118.0
AGN_7018,AGN,69.0,64.0
AGN_7386,AGN,45.0,52.0
