source_id,source_type,cartesian_y,cartesian_x
j0949.0+4038,AGN,15.0,117.0
j0952.1+3932,AGN,23.0,103.0
j0955.1+3551,AGN,31.0,56.0
j0956.0+3936,AGN,32.0,104.0
j0957.8+3423,AGN,39.0,37.0
j0958.0+3222,AGN,40.0,11.0
j1007.0+3455,AGN,62.0,45.0
j1011.6+3600,AGN,73.0,60.0
j1013.7+3444,AGN,80.0,44.0
j1014.3+4112,AGN,76.0,127.0
j1014.7+3210,AGN,85.0,11.0
j1018.4+3540,AGN,91.0,57.0
j1018.6+3126,AGN,96.0,3.0
j1021.3+3805,AGN,96.0,88.0
j1023.1+3949,AGN,99.0,111.0
j1028.3+3108,AGN,123.0,1.0
j1032.6+3737,AGN,125.0,85.0
