source_id,source_type,cartesian_y,cartesian_x
AGN_264,AGN,76.0,46.0
AGN_566,AGN,30.0,32.0
AGN_1685,AGN,25.0,108.0
AGN_1763,AGN,5.0,43.0
AGN_2120,AGN,71.0,61.0
AGN_3167,AGN,71.0,81.0
AGN_3297,AGN,62.0,125.0
AGN_3414,AGN,9.0,91.0
AGN_3739,AGN,76.0,60.0
AGN_3764,AGN,69.0,96.0
AGN_3866,AGN,126.0,42.0
AGN_4077,AGN,22.0,32.0
AGN_5192,AGN,103.0,71.0
AGN_5281,AGN,1.0,68.0
AGN_5588,AGN,18.0,66.0
AGN_6455,AGN,99.0,92.0
AGN_6460,AGN,62.0,103.0
AGN_6613,AGN,81.0,115.0
AGN_7067,AGN,22.0,35.0
AGN_7106,AGN,125.0,18.0
