source_id,source_type,cartesian_y,cartesian_x
j1149.2+6246,AGN,49.0,9.0
j1154.0+6018,AGN,81.0,7.0
j1155.8+6137,AGN,65.0,14.0
j1203.1+6031,AGN,82.0,21.0
j1203.7+5821,AGN,109.0,15.0
j1208.4+6121,AGN,74.0,32.0
j1212.1+6412,AGN,39.0,45.0
j1213.7+6423,AGN,37.0,48.0
j1219.8+6600,AGN,19.0,60.0
j1219.9+6056,AGN,83.0,48.0
j1226.9+6405,AGN,45.0,65.0
j1227.8+6053,AGN,85.0,60.0
j1231.6+6415,AGN,44.0,72.0
j1237.8+6256,AGN,61.0,78.0
j1248.3+5820,AGN,121.0,89.0
j1253.8+6242,AGN,66.0,102.0
j1258.3+6121,AGN,84.0,107.0
