source_id,source_type,cartesian_y,cartesian_x
j1127.3+3755,AGN,29.0,14.0
j1128.8+3757,AGN,32.0,16.0
j1129.1+3703,AGN,40.0,8.0
j1131.0+3815,AGN,34.0,23.0
j1138.2+4115,AGN,26.0,64.0
j1139.0+4033,AGN,32.0,58.0
j1145.5+4423,AGN,14.0,106.0
j1146.9+3958,AGN,52.0,64.0
j1150.6+4154,AGN,43.0,89.0
j1152.8+3308,AGN,119.0,6.0
j1153.7+3822,AGN,78.0,59.0
j1154.0+4037,AGN,60.0,82.0
j1155.2+4320,AGN,40.0,110.0
j1202.5+3852,AGN,91.0,78.0
j1204.4+3750,AGN,103.0,71.0
j1209.4+4118,AGN,82.0,113.0
j1210.3+3928,AGN,100.0,97.0
j1211.6+3901,AGN,106.0,95.0
